Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
NS.2150.TSP0029---TSP200X.BS_068_R1	NS.2150.TSP0029---TSP200X.BS_068_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	499971.0	0.0	20-251	47.0	5.6329267097491655	235.7106732190467	237	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0029---TSP200X.BS_068_R2	NS.2150.TSP0029---TSP200X.BS_068_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	497049.0	0.0	20-251	47.0	5.474108186516823	236.11552583346912	237	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0030---TSP200X.BS_069_R1	NS.2150.TSP0030---TSP200X.BS_069_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2250074.0	0.0	20-251	47.0	5.350760092646143	235.90524533859775	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0030---TSP200X.BS_069_R2	NS.2150.TSP0030---TSP200X.BS_069_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2236815.0	0.0	20-251	47.0	5.246567549934413	237.3871312558258	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0031---TSP200X.BS_072_R1	NS.2150.TSP0031---TSP200X.BS_072_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3598915.0	0.0	20-251	48.0	4.552331153132974	236.20289642850693	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0031---TSP200X.BS_072_R2	NS.2150.TSP0031---TSP200X.BS_072_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3573183.0	0.0	20-251	48.0	4.719880526562659	237.3974319255409	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0032---TSP200X.BS_073_R1	NS.2150.TSP0032---TSP200X.BS_073_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2515348.0	0.0	20-251	47.0	4.93809305388751	235.64322710018652	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0032---TSP200X.BS_073_R2	NS.2150.TSP0032---TSP200X.BS_073_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2499882.0	0.0	20-251	47.0	4.907951872609143	236.878448262758	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0033---TSP200X.BS_074_R1	NS.2150.TSP0033---TSP200X.BS_074_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2379832.0	0.0	20-251	47.0	4.993222350144129	236.00146943145566	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0033---TSP200X.BS_074_R2	NS.2150.TSP0033---TSP200X.BS_074_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2362374.0	0.0	20-251	47.0	5.236446119635083	236.98943816686096	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0034---TSP200X.BS_078_R1	NS.2150.TSP0034---TSP200X.BS_078_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	381376.0	0.0	20-251	48.0	5.879499496559825	236.45746979358952	237	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0034---TSP200X.BS_078_R2	NS.2150.TSP0034---TSP200X.BS_078_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	378497.0	0.0	20-251	48.0	6.037564366428268	236.39785520096592	237	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0035---TSP200X.BS_079_R1	NS.2150.TSP0035---TSP200X.BS_079_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34229.0	0.0	20-251	50.0	15.007741973180636	234.76505302521255	247	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0035---TSP200X.BS_079_R2	NS.2150.TSP0035---TSP200X.BS_079_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34109.0	0.0	20-251	50.0	12.876366941276496	236.12304670321615	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0036---TSP200X.BS_081_R1	NS.2150.TSP0036---TSP200X.BS_081_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30460.0	0.0	20-251	49.0	14.583059750492449	237.3623112278398	247	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0036---TSP200X.BS_081_R2	NS.2150.TSP0036---TSP200X.BS_081_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30314.0	0.0	20-251	49.0	13.28099228079435	238.29022893712477	247	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0037---TSP200X.BS_083_R1	NS.2150.TSP0037---TSP200X.BS_083_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3174734.0	0.0	20-251	47.0	4.57807915072633	236.00658259873111	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0037---TSP200X.BS_083_R2	NS.2150.TSP0037---TSP200X.BS_083_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3150461.0	0.0	20-251	47.0	4.916601908879289	236.98578271560893	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0038---TSP200X.BS_085_R1	NS.2150.TSP0038---TSP200X.BS_085_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1236793.0	0.0	20-251	47.0	6.159074315588785	235.7914299320905	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0038---TSP200X.BS_085_R2	NS.2150.TSP0038---TSP200X.BS_085_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1226991.0	0.0	20-251	48.0	6.456852576750767	236.5145693815195	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0039---TSP200X.BS_086_R1	NS.2150.TSP0039---TSP200X.BS_086_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3336542.0	0.0	20-251	48.0	4.6476367574591295	235.9779760003021	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0039---TSP200X.BS_086_R2	NS.2150.TSP0039---TSP200X.BS_086_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3312323.0	0.0	20-251	48.0	4.872428542363629	237.1407812583495	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0040---TSP200X.BS_087_R1	NS.2150.TSP0040---TSP200X.BS_087_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	405901.0	0.0	20-251	46.0	7.702863506125877	235.2056043222362	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0040---TSP200X.BS_087_R2	NS.2150.TSP0040---TSP200X.BS_087_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	403452.0	0.0	20-251	46.0	7.198130136918395	235.56765612761865	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0041---TSP200X.BS_088_R1	NS.2150.TSP0041---TSP200X.BS_088_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	757013.0	0.0	20-251	47.0	7.319557259914955	235.1180996891731	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0041---TSP200X.BS_088_R2	NS.2150.TSP0041---TSP200X.BS_088_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	753006.0	0.0	20-251	47.0	6.918271567557231	236.29914104270085	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0042---TSP200X.BS_089_R1	NS.2150.TSP0042---TSP200X.BS_089_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3754957.0	0.0	20-251	47.0	4.569893828086462	236.314527969295	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0042---TSP200X.BS_089_R2	NS.2150.TSP0042---TSP200X.BS_089_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3730106.0	0.0	20-251	47.0	4.62895524195193	237.40637933613684	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0043---TSP200X.BS_090_R1	NS.2150.TSP0043---TSP200X.BS_090_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4768481.0	0.0	20-251	47.0	4.012978039261791	236.44125162709048	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0043---TSP200X.BS_090_R2	NS.2150.TSP0043---TSP200X.BS_090_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4731815.0	0.0	20-251	47.0	4.570073812306956	237.36267964829563	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0044---TSP200X.BS_091_R1	NS.2150.TSP0044---TSP200X.BS_091_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2284393.0	0.0	20-251	48.0	4.964535547156443	236.11229678956292	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0044---TSP200X.BS_091_R2	NS.2150.TSP0044---TSP200X.BS_091_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2265466.0	0.0	20-251	48.0	5.506125249984419	236.76587289325906	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
