Module	Section	Sample Name	Source
FastQC	all_sections	NS.2150.TSP0049---TSP200X.BS_099_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0049---TSP200X.BS_099_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0025---TSP200X.BS_058_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0025---TSP200X.BS_058_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0055---TSP200X.BS_105_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0055---TSP200X.BS_105_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0065---TSP200X.BS_115_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0065---TSP200X.BS_115_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0151---TSP200X.BS_233_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0151---TSP200X.BS_233_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0029---TSP200X.BS_068_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0029---TSP200X.BS_068_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0174---TSP200X.BS_272_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0174---TSP200X.BS_272_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0067---TSP200X.BS_117_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0067---TSP200X.BS_117_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0057---TSP200X.BS_107_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0057---TSP200X.BS_107_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0046---TSP200X.BS_096_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0046---TSP200X.BS_096_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0105---TSP200X.BS_155_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0105---TSP200X.BS_155_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0130---TSP200X.BS_180_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0130---TSP200X.BS_180_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0178---TSP200X.BS_276_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0178---TSP200X.BS_276_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0006---TSP200X.BS_028_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0006---TSP200X.BS_028_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0064---TSP200X.BS_114_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0064---TSP200X.BS_114_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0040---TSP200X.BS_087_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0040---TSP200X.BS_087_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0165---TSP200X.BS_263_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0165---TSP200X.BS_263_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0043---TSP200X.BS_090_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0043---TSP200X.BS_090_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0015---TSP200X.BS_043_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0015---TSP200X.BS_043_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0004---TSP200X.BS_026_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0004---TSP200X.BS_026_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0106---TSP200X.BS_156_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0106---TSP200X.BS_156_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0020---TSP200X.BS_052_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0020---TSP200X.BS_052_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0169---TSP200X.BS_267_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0169---TSP200X.BS_267_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0054---TSP200X.BS_104_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0054---TSP200X.BS_104_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0114---TSP200X.BS_164_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0114---TSP200X.BS_164_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0113---TSP200X.BS_163_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0113---TSP200X.BS_163_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0094---TSP200X.BS_144_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0094---TSP200X.BS_144_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0038---TSP200X.BS_085_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0038---TSP200X.BS_085_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0066---TSP200X.BS_116_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0066---TSP200X.BS_116_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0066---TSP200X.BS_116_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0066---TSP200X.BS_116_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0033---TSP200X.BS_074_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0033---TSP200X.BS_074_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0083---TSP200X.BS_133_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0083---TSP200X.BS_133_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0071---TSP200X.BS_121_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0071---TSP200X.BS_121_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0123---TSP200X.BS_173_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0123---TSP200X.BS_173_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0074---TSP200X.BS_124_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0074---TSP200X.BS_124_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0152---TSP200X.BS_238_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0152---TSP200X.BS_238_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0107---TSP200X.BS_157_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0107---TSP200X.BS_157_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0047---TSP200X.BS_097_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0047---TSP200X.BS_097_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0147---TSP200X.BS_197_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0147---TSP200X.BS_197_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0029---TSP200X.BS_068_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0029---TSP200X.BS_068_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0012---TSP200X.BS_038_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0012---TSP200X.BS_038_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0004---TSP200X.BS_026_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0004---TSP200X.BS_026_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0071---TSP200X.BS_121_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0071---TSP200X.BS_121_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0050---TSP200X.BS_100_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0050---TSP200X.BS_100_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0020---TSP200X.BS_052_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0020---TSP200X.BS_052_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0032---TSP200X.BS_073_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0032---TSP200X.BS_073_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0067---TSP200X.BS_117_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0067---TSP200X.BS_117_R2_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0033---TSP200X.BS_074_R1	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0033---TSP200X.BS_074_R1_trimmed_fastqc.zip
FastQC	all_sections	NS.2150.TSP0159---TSP200X.BS_257_R2	/media/Second_stor/wasif/WK_Rprojects/RP_230718_Taste_Genes_Analysis_1/Fastqc/Fastqc_BS384/FastQC_Results_trim_galored_BS384/NS.2150.TSP0159---TSP200X.BS_257_R2_trimmed_fastqc.zip
