Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
NS.2150.TSP0189---TSP200X.BS_287_R2	NS.2150.TSP0189---TSP200X.BS_287_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1349883.0	0.0	20-251	48.0	6.3438831365385004	236.3570427955608	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0190---TSP200X.BS_288_R1	NS.2150.TSP0190---TSP200X.BS_288_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3164260.0	0.0	20-251	47.0	4.8027341941967725	235.06475890097528	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0190---TSP200X.BS_288_R2	NS.2150.TSP0190---TSP200X.BS_288_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3144526.0	0.0	20-251	48.0	4.786615248617245	236.22544288073942	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0191---TSP200X.BS_289_R1	NS.2150.TSP0191---TSP200X.BS_289_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1043723.0	0.0	20-251	48.0	6.364523920618785	234.93266508450998	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0191---TSP200X.BS_289_R2	NS.2150.TSP0191---TSP200X.BS_289_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1034939.0	0.0	20-251	48.0	7.012490591232913	235.61606142970746	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0192---TSP200X.BS_290_R1	NS.2150.TSP0192---TSP200X.BS_290_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1945589.0	0.0	20-251	47.0	5.681182650407644	234.7159441176939	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0192---TSP200X.BS_290_R2	NS.2150.TSP0192---TSP200X.BS_290_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1933068.0	0.0	20-251	47.0	5.58722192285855	235.80516774371102	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0193---TSP200X.BS_291_R1	NS.2150.TSP0193---TSP200X.BS_291_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2416782.0	0.0	20-251	48.0	4.980086427837378	235.1275042597967	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0193---TSP200X.BS_291_R2	NS.2150.TSP0193---TSP200X.BS_291_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2395245.0	0.0	20-251	48.0	5.6707226080324	235.76809261683042	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0194---TSP200X.BS_292_R1	NS.2150.TSP0194---TSP200X.BS_292_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2838832.0	0.0	20-251	48.0	5.226039774491001	235.50267750962368	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0194---TSP200X.BS_292_R2	NS.2150.TSP0194---TSP200X.BS_292_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2811068.0	0.0	20-251	48.0	6.10941621140638	236.28014726075642	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0195---TSP200X.BS_293_R1	NS.2150.TSP0195---TSP200X.BS_293_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	525581.0	0.0	20-251	49.0	5.713106067380671	237.0535845093335	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0195---TSP200X.BS_293_R2	NS.2150.TSP0195---TSP200X.BS_293_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	521704.0	0.0	20-251	49.0	5.947817153021637	236.73581379479552	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0196---TSP200X.BS_294_R1	NS.2150.TSP0196---TSP200X.BS_294_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3460396.0	0.0	20-251	47.0	4.714163568308858	235.60850607849505	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0196---TSP200X.BS_294_R2	NS.2150.TSP0196---TSP200X.BS_294_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3436846.0	0.0	20-251	47.0	4.828364983403838	236.74585768463294	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0197---TSP200X.BS_295_R1	NS.2150.TSP0197---TSP200X.BS_295_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	205246.0	0.0	20-251	49.0	10.299348099353946	236.5654093137016	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0197---TSP200X.BS_295_R2	NS.2150.TSP0197---TSP200X.BS_295_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	203594.0	0.0	20-251	49.0	11.094629507745807	236.55904397968507	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0198---TSP200X.BS_296_R1	NS.2150.TSP0198---TSP200X.BS_296_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1366130.0	0.0	20-251	47.0	6.184843316521853	234.6387569265004	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0198---TSP200X.BS_296_R2	NS.2150.TSP0198---TSP200X.BS_296_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1357776.0	0.0	20-251	47.0	5.889042080578829	236.09038604305866	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0199---TSP200X.BS_297_R1	NS.2150.TSP0199---TSP200X.BS_297_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1255723.0	0.0	20-251	47.0	6.461297595090637	235.10037802923097	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0199---TSP200X.BS_297_R2	NS.2150.TSP0199---TSP200X.BS_297_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1247753.0	0.0	20-251	47.0	6.216134122698964	236.49412183340775	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0200---TSP200X.BS_298_R1	NS.2150.TSP0200---TSP200X.BS_298_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3715517.0	0.0	20-251	47.0	4.484473658669928	235.5772146917912	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0200---TSP200X.BS_298_R2	NS.2150.TSP0200---TSP200X.BS_298_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3690499.0	0.0	20-251	47.0	4.524473915175113	236.76842643772562	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0201---TSP200X.BS_299_R1	NS.2150.TSP0201---TSP200X.BS_299_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3210080.0	0.0	20-251	48.0	4.803524597908759	234.75164762248917	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0201---TSP200X.BS_299_R2	NS.2150.TSP0201---TSP200X.BS_299_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3193637.0	0.0	20-251	48.0	4.425716506917317	236.3814215579291	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0202---TSP200X.BS_300_R1	NS.2150.TSP0202---TSP200X.BS_300_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1422510.0	0.0	20-251	48.0	6.293031331941427	234.63513929603306	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0202---TSP200X.BS_300_R2	NS.2150.TSP0202---TSP200X.BS_300_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1414707.0	0.0	20-251	48.0	5.900939205079214	236.22692755461026	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0203---TSP200X.BS_301_R1	NS.2150.TSP0203---TSP200X.BS_301_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	615150.0	0.0	20-251	45.0	7.432821263106559	233.2128992928554	237	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0203---TSP200X.BS_301_R2	NS.2150.TSP0203---TSP200X.BS_301_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	611846.0	0.0	20-251	46.0	7.077271078016363	234.59729899353758	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0204---TSP200X.BS_302_R1	NS.2150.TSP0204---TSP200X.BS_302_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	731732.0	0.0	20-251	47.0	5.530030120317274	236.1819231631253	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0204---TSP200X.BS_302_R2	NS.2150.TSP0204---TSP200X.BS_302_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	726913.0	0.0	20-251	47.0	5.398720342049186	236.39779175774817	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0205---TSP200X.BS_303_R1	NS.2150.TSP0205---TSP200X.BS_303_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1047414.0	0.0	20-251	47.0	7.089364854775666	235.09686714135958	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0205---TSP200X.BS_303_R2	NS.2150.TSP0205---TSP200X.BS_303_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1040306.0	0.0	20-251	47.0	7.034180327711271	236.30889757436753	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0206---TSP200X.BS_304_R1	NS.2150.TSP0206---TSP200X.BS_304_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21775.0	0.0	20-251	49.0	15.44890929965557	236.73097588978186	247	pass	pass	warn	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0206---TSP200X.BS_304_R2	NS.2150.TSP0206---TSP200X.BS_304_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21672.0	0.0	20-251	49.0	14.820967146548542	237.31944444444446	247	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0207---TSP200X.BS_305_R1	NS.2150.TSP0207---TSP200X.BS_305_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28056.0	0.0	20-251	50.0	15.362132877102939	236.1537639007699	247	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0207---TSP200X.BS_305_R2	NS.2150.TSP0207---TSP200X.BS_305_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27914.0	0.0	20-251	50.0	14.05746220534499	237.34326861073296	247	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0208---TSP200X.BS_306_R1	NS.2150.TSP0208---TSP200X.BS_306_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1579838.0	0.0	20-251	47.0	6.2519701387104245	234.72534842180022	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0208---TSP200X.BS_306_R2	NS.2150.TSP0208---TSP200X.BS_306_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1567204.0	0.0	20-251	47.0	6.596528605335203	235.92726920043594	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0209---TSP200X.BS_307_R1	NS.2150.TSP0209---TSP200X.BS_307_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2196655.0	0.0	20-251	47.0	5.3325342977425185	234.87681770692257	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0209---TSP200X.BS_307_R2	NS.2150.TSP0209---TSP200X.BS_307_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2185007.0	0.0	20-251	47.0	5.026849271216409	236.2921510091272	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0210---TSP200X.BS_308_R1	NS.2150.TSP0210---TSP200X.BS_308_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1673700.0	0.0	20-251	47.0	5.694628667025154	234.64329927705086	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
NS.2150.TSP0210---TSP200X.BS_308_R2	NS.2150.TSP0210---TSP200X.BS_308_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1663614.0	0.0	20-251	47.0	5.532533388153742	236.2359285266895	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0211---TSP200X.BS_309_R1	NS.2150.TSP0211---TSP200X.BS_309_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1871200.0	0.0	20-251	47.0	5.614117106344213	235.27218736639588	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0211---TSP200X.BS_309_R2	NS.2150.TSP0211---TSP200X.BS_309_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1857747.0	0.0	20-251	47.0	5.768940152573335	236.39004934471703	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0212---TSP200X.BS_310_R1	NS.2150.TSP0212---TSP200X.BS_310_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1185778.0	0.0	20-251	48.0	6.427763038275293	234.550441988298	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0212---TSP200X.BS_310_R2	NS.2150.TSP0212---TSP200X.BS_310_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1179327.0	0.0	20-251	48.0	6.100004494088577	235.49230366132548	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0213---TSP200X.BS_311_R1	NS.2150.TSP0213---TSP200X.BS_311_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3079470.0	0.0	20-251	47.0	4.820955378559961	235.24233520703237	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0213---TSP200X.BS_311_R2	NS.2150.TSP0213---TSP200X.BS_311_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3063465.0	0.0	20-251	47.0	4.621845233499424	236.58938097872834	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0214---TSP200X.BS_312_R1	NS.2150.TSP0214---TSP200X.BS_312_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1444180.0	0.0	20-251	47.0	6.288135827943885	234.574061405088	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0214---TSP200X.BS_312_R2	NS.2150.TSP0214---TSP200X.BS_312_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1437082.0	0.0	20-251	47.0	5.604690616123506	236.40967669207464	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0215---TSP200X.BS_313_R1	NS.2150.TSP0215---TSP200X.BS_313_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2233862.0	0.0	20-251	48.0	5.325631404485181	235.2146077062952	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0215---TSP200X.BS_313_R2	NS.2150.TSP0215---TSP200X.BS_313_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2221413.0	0.0	20-251	48.0	5.0581372366591735	236.53055014983707	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0216---TSP200X.BS_314_R1	NS.2150.TSP0216---TSP200X.BS_314_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9287.0	0.0	20-251	49.0	19.661892968665878	236.38720792505654	247	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0216---TSP200X.BS_314_R2	NS.2150.TSP0216---TSP200X.BS_314_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9232.0	0.0	20-251	49.0	19.36741767764298	237.04581889081456	247	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0217---TSP200X.BS_315_R1	NS.2150.TSP0217---TSP200X.BS_315_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1073062.0	0.0	20-251	47.0	6.884877108685239	234.58447694541414	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0217---TSP200X.BS_315_R2	NS.2150.TSP0217---TSP200X.BS_315_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1065906.0	0.0	20-251	47.0	6.655934012942979	235.629639949489	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0218---TSP200X.BS_316_R1	NS.2150.TSP0218---TSP200X.BS_316_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	191276.0	0.0	20-251	49.0	6.875927978418621	239.6379368033627	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0218---TSP200X.BS_316_R2	NS.2150.TSP0218---TSP200X.BS_316_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	190200.0	0.0	20-251	49.0	6.8312302839116725	238.29009989484751	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0219---TSP200X.BS_317_R1	NS.2150.TSP0219---TSP200X.BS_317_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5125130.0	0.0	20-251	48.0	4.200203142401274	235.3846364872696	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0219---TSP200X.BS_317_R2	NS.2150.TSP0219---TSP200X.BS_317_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5095076.0	0.0	20-251	48.0	4.246658576386732	236.66327783923145	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0220---TSP200X.BS_318_R1	NS.2150.TSP0220---TSP200X.BS_318_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	394095.0	0.0	20-251	48.0	9.190423628820463	233.38800289270353	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0220---TSP200X.BS_318_R2	NS.2150.TSP0220---TSP200X.BS_318_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	391170.0	0.0	20-251	48.0	9.233836950686403	234.7615870337705	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0221---TSP200X.BS_319_R1	NS.2150.TSP0221---TSP200X.BS_319_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	492654.0	0.0	20-251	47.0	7.007554998031072	236.06097382747325	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0221---TSP200X.BS_319_R2	NS.2150.TSP0221---TSP200X.BS_319_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	489867.0	0.0	20-251	47.0	6.776329085241504	236.42194309884113	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0222---TSP200X.BS_320_R1	NS.2150.TSP0222---TSP200X.BS_320_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	917918.0	0.0	20-251	48.0	6.501996910399403	235.39844517702016	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0222---TSP200X.BS_320_R2	NS.2150.TSP0222---TSP200X.BS_320_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	911844.0	0.0	20-251	48.0	6.557152319914371	236.14475392720684	242	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0223---TSP200X.BS_321_R1	NS.2150.TSP0223---TSP200X.BS_321_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1569870.0	0.0	20-251	48.0	5.718116786740303	235.2722148967749	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0223---TSP200X.BS_321_R2	NS.2150.TSP0223---TSP200X.BS_321_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1557898.0	0.0	20-251	48.0	6.046159633044012	236.14210172938152	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0224---TSP200X.BS_322_R1	NS.2150.TSP0224---TSP200X.BS_322_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1952871.0	0.0	20-251	47.0	5.538511987469028	235.43580656377202	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0224---TSP200X.BS_322_R2	NS.2150.TSP0224---TSP200X.BS_322_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1940428.0	0.0	20-251	47.0	5.487612412392111	236.49000838990162	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0225---TSP200X.BS_323_R1	NS.2150.TSP0225---TSP200X.BS_323_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40154.0	0.0	20-251	49.0	14.217761617771579	237.0699307665488	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0225---TSP200X.BS_323_R2	NS.2150.TSP0225---TSP200X.BS_323_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39984.0	0.0	20-251	49.0	12.590036014405761	237.72734093637456	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0226---TSP200X.BS_324_R1	NS.2150.TSP0226---TSP200X.BS_324_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2040918.0	0.0	20-251	47.0	5.323259223156364	235.41404750215344	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0226---TSP200X.BS_324_R2	NS.2150.TSP0226---TSP200X.BS_324_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2025738.0	0.0	20-251	47.0	5.712181327972248	236.16590595624902	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0227---TSP200X.BS_325_R1	NS.2150.TSP0227---TSP200X.BS_325_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2453530.0	0.0	20-251	47.0	5.219269957355478	235.24846445733291	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0227---TSP200X.BS_325_R2	NS.2150.TSP0227---TSP200X.BS_325_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2438735.0	0.0	20-251	47.0	5.162273761169026	236.55429638726636	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0228---TSP200X.BS_326_R1	NS.2150.TSP0228---TSP200X.BS_326_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1350446.0	0.0	20-251	47.0	5.769131087063089	235.15040956839445	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0228---TSP200X.BS_326_R2	NS.2150.TSP0228---TSP200X.BS_326_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1340261.0	0.0	20-251	47.0	6.038898393671084	236.25891151051923	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0229---TSP200X.BS_327_R1	NS.2150.TSP0229---TSP200X.BS_327_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1201355.0	0.0	20-251	47.0	6.436065942206924	235.06493084891642	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0229---TSP200X.BS_327_R2	NS.2150.TSP0229---TSP200X.BS_327_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1193432.0	0.0	20-251	47.0	6.356541470314187	236.23070690244606	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0230---TSP200X.BS_328_R1	NS.2150.TSP0230---TSP200X.BS_328_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3832566.0	0.0	20-251	47.0	4.17633160298379	235.48795376257056	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0230---TSP200X.BS_328_R2	NS.2150.TSP0230---TSP200X.BS_328_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3808281.0	0.0	20-251	47.0	4.25658915644194	236.5576392603382	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0231---TSP200X.BS_329_R1	NS.2150.TSP0231---TSP200X.BS_329_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5943262.0	0.0	20-251	48.0	3.3364165567337656	235.86496842979494	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0231---TSP200X.BS_329_R2	NS.2150.TSP0231---TSP200X.BS_329_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5875777.0	0.0	20-251	48.0	4.652602047392245	236.1781456307821	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0232---TSP200X.BS_330_R1	NS.2150.TSP0232---TSP200X.BS_330_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1363651.0	0.0	20-251	47.0	6.190366890062047	235.2142293006055	247	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0232---TSP200X.BS_330_R2	NS.2150.TSP0232---TSP200X.BS_330_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1354519.0	0.0	20-251	47.0	6.134207050620921	236.47862156234058	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
NS.2150.TSP0233---TSP200X.BS_331_R1	NS.2150.TSP0233---TSP200X.BS_331_R1_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1461318.0	0.0	20-251	48.0	6.33366590981566	235.18759845564074	242	pass	pass	pass	pass	warn	fail	pass	warn	fail	fail	pass
NS.2150.TSP0233---TSP200X.BS_331_R2	NS.2150.TSP0233---TSP200X.BS_331_R2_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1454115.0	0.0	20-251	48.0	5.721418182193292	236.37323595451528	247	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
